id,antelope_duiker,bird,blank,civet_genet,hog,leopard,monkey_prosimian,rodent
ZJ016488,0.025933115,0.00017559007,0.20034356,0.42552274,0.00046536056,0.009403053,0.00074028375,0.33741632
ZJ016489,0.13984747,0.09104638,0.62621003,0.0119043365,0.016749006,0.00326245,0.010854851,0.10012549
ZJ016490,0.041335613,0.012198096,0.28887522,0.089026466,0.34430096,0.0043232567,0.0017138277,0.21822654
ZJ016491,1.1492495e-05,2.1960195e-05,0.0002970479,5.537925e-05,2.9534642e-05,0.9995664,8.345744e-06,9.859834e-06
ZJ016492,0.009121803,0.0036190252,0.05696843,0.018276082,0.0018036761,0.00012947267,0.7502042,0.15987724
ZJ016493,0.0028016597,0.9932193,0.0019933216,3.4375153e-05,4.445252e-05,1.6025357e-05,0.0012909838,0.0005998988
ZJ016494,0.41366875,0.0022694028,0.37775394,6.774898e-05,0.00090544537,0.00029031822,0.1189666,0.08607781
ZJ016495,0.00021083385,0.00016012981,0.0001827727,0.00027449944,0.00026577755,0.00031570834,0.9985116,7.872719e-05
ZJ016496,0.10780752,0.6802519,0.0127059,0.00088314456,0.00402669,0.0034752479,0.18807837,0.0027713093
ZJ016497,0.114184275,0.031690147,0.02597751,0.01328817,0.0012951503,0.030593878,0.7793932,0.0035776754
ZJ016498,0.09563215,0.01026968,0.7140607,0.014350002,0.0038639342,0.11285277,0.034628388,0.014342422
ZJ016499,0.08872929,0.89939785,0.008468623,1.5758833e-05,2.2332464e-05,0.000111646026,0.0029007704,0.00035376532
ZJ016500,0.059618298,0.019153213,0.04657108,0.036883548,0.00018354632,0.00025135465,0.25742477,0.5799142
ZJ016501,0.11325988,0.0005999359,0.21746318,0.101586066,0.0054313294,0.0013717081,0.00054962985,0.5597383
ZJ016502,0.016383668,0.00090194953,0.73575646,0.065537006,0.00083965535,0.00047397093,0.00028441712,0.17982285
ZJ016503,0.84922653,0.023687508,0.0971872,0.00035067578,0.001411945,0.00047309074,0.026971605,0.000691455
ZJ016504,0.15230255,0.0008323179,0.83651644,5.8752696e-05,0.00015166838,0.0001025682,0.004210788,0.005824863
ZJ016505,0.1033477,0.0011460071,0.8602587,0.00029065824,0.00013762568,0.00019663724,0.009127966,0.025494754
ZJ016506,0.086613,0.0040092636,0.053608947,6.522831e-05,0.0004093085,0.00015534295,0.84536105,0.0097778635
ZJ016507,0.0037119917,0.002164756,0.084518,0.0028517789,0.00015536735,9.2111026e-05,0.0018053472,0.90470064
ZJ016508,0.022693356,0.00044780073,0.4746994,0.008136925,0.00063394284,8.094017e-05,0.00047566643,0.492832
ZJ016509,0.00130891,0.9938788,0.001135372,1.1951667e-05,8.122054e-06,1.7541477e-05,3.0566403e-05,0.003608812
ZJ016510,0.1065936,0.045241944,0.4324008,0.006734484,0.012504624,0.003862046,0.0061818697,0.38648066
ZJ016511,0.08447478,0.0008433488,0.15261112,0.000114768896,0.00013097885,0.00080641994,0.006156852,0.7548618
ZJ016512,0.0387607,0.03179505,0.88425016,6.272658e-05,0.00040157608,0.0004813801,0.044092625,0.00015586587
ZJ016513,0.0003520503,0.999172,5.208973e-05,1.2512604e-05,0.00013299168,3.1148636e-05,0.00022309416,2.4026227e-05
ZJ016514,0.048331756,0.0107378345,0.5338045,0.07704048,0.11329626,0.0046545733,0.00084274105,0.2112919
ZJ016515,4.838896e-05,2.0590527e-05,0.0028372535,7.0639135e-06,5.5124918e-05,0.99692196,0.00010395383,5.6217227e-06
ZJ016516,0.9969627,2.400298e-05,0.0015666193,0.00090680906,7.706825e-05,0.00024559555,0.00012333231,9.378056e-05
ZJ016517,0.040697966,0.008773591,0.88207453,0.002487393,0.0037120646,0.00061283715,0.04785141,0.01379029
ZJ016518,0.99980754,6.1377423e-06,1.1740306e-05,1.9617599e-05,1.2300439e-05,4.3306277e-06,0.00010929459,2.8986267e-05
ZJ016519,0.061806586,0.0005563259,0.9238284,0.00018843455,0.0003253861,0.00041567459,0.0012569679,0.011622094
ZJ016520,0.9990766,7.367799e-06,0.00016842036,0.00023128888,0.000108728535,0.00032419787,2.8351958e-05,5.5089225e-05
ZJ016521,0.045778535,0.0017846352,0.7418238,0.00015846307,0.00039738842,6.9489855e-05,0.2065375,0.0034502088
ZJ016522,0.9994505,1.5827603e-05,5.4300373e-05,2.610861e-06,2.0907804e-05,7.964313e-06,0.00037228104,7.567082e-05
ZJ016523,0.03479717,0.92999667,0.024593975,0.00014015783,0.00010070037,0.000105376086,0.001407674,0.00885835
ZJ016524,0.007863252,0.0004063079,0.3227347,0.12674665,0.00018538596,0.00059820066,0.00022561415,0.54123986
ZJ016525,0.530015,0.00022698678,0.017805535,4.597925e-05,0.44507155,0.0002597383,0.0013342305,0.0052410495
ZJ016526,0.044274844,0.20639667,0.6837413,0.004411354,0.008325039,0.0041341917,0.011053181,0.037663493
ZJ016527,1.8917389e-06,1.3684349e-06,1.3320858e-05,0.9999577,1.9085262e-06,1.9163623e-05,7.876508e-07,3.890661e-06
ZJ016528,0.719028,0.0006025741,0.008695383,1.9982781e-05,0.00038347972,0.00010867377,0.27000436,0.0011575001
ZJ016529,0.005005306,0.008759689,0.023064153,0.8859794,0.00024757168,0.013871326,0.060196053,0.0028766282
ZJ016530,0.0067861583,0.023644933,0.9600284,1.3374097e-05,0.00032883196,0.000103650775,0.00848657,0.00060801004
ZJ016531,0.06647756,0.00037262408,0.50029355,0.025444847,0.0066767507,0.02004391,0.0018413978,0.37884945
ZJ016532,1.5905583e-05,3.3024684e-05,0.00024135248,0.0001317971,1.947041e-05,0.99949956,4.9167276e-05,9.7740385e-06
ZJ016533,0.04591417,0.884603,0.06324639,4.7256137e-05,0.0002857481,3.758802e-05,0.004189276,0.0016765967
ZJ016534,0.010596713,0.0009831572,0.21503565,0.077253565,0.0021402948,0.00052478927,0.0013147795,0.692151
ZJ016535,8.637002e-05,2.460501e-05,6.14616e-05,1.870628e-05,1.5764184e-05,1.7743267e-06,0.99977,2.125501e-05
ZJ016536,0.11578731,0.01151921,0.69750375,0.00030159627,0.00064948585,0.00040084132,0.053076014,0.120761864
ZJ016537,0.6120611,0.0006033076,0.010141049,4.7807487e-05,0.0018227627,0.000140588,0.3745174,0.0006659382
ZJ016538,0.00022329461,2.2850869e-05,3.7974438e-05,4.126549e-06,1.40525535e-05,4.8835045e-06,0.99966836,2.4348321e-05
ZJ016539,0.11104284,0.008033067,0.72527605,0.0023596685,0.0004806762,0.0006589109,0.004228586,0.14792018
ZJ016540,0.18182987,0.028992528,0.24942748,6.6984394e-05,0.00055543694,0.00015532332,0.023478255,0.5154941
ZJ016541,0.5060866,0.012418648,0.3824024,1.841871e-05,0.0018669605,0.00015343372,0.07845351,0.018600004
